toret,period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071
-41,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206,0.0171787960467206
-40,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002,0.0196461560324002
-39,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329,0.0207556847324329
-38,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965,0.0197533773169965
-37,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909,0.0207405873623909
-36,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724,0.0196238017724724
-35,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891,0.021641833323891
-34,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202,0.0232621338116202
-33,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438,0.0256600277906438
-32,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367,0.0247063588497367
-31,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336,0.0254226318378336
-30,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652,0.0263204336316652
-29,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096,0.0273850053428096
-28,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609,0.0287917054366609
-27,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275,0.0301417505401275
-26,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866,0.0333357076714866
-25,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973,0.036532831948973
-24,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547,0.0395585051975547
-23,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761,0.0398035353903761
-22,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827,0.0441088367448827
-21,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792,0.0452978378501792
